Unnamed: 0;GSDB_NO;B_P_RATIO;PRESSURE_RATIO;RATED_THRUST_KN_;HC_EI_T_O_G_KG_;HC_EI_C_O_G_KG_;HC_EI_APP_G_KG_;HC_EI_IDLE_G_KG_;HC_NUMBER_TEST;HC_NUMBER_ENG;HC_DP_FOO_AVG_G_KN_;HC_DP_FOO_SIGMA_G_KN_;HC_DP_FOO_MIN_G_KN_;HC_DP_FOO_MAX_G_KN_;HC_DP_FOO_CHARACTERISTIC_G_KN_;HC_DP_FOO_CHARACTERISTIC_OF_REG_LIMIT_;HC_LTO_TOTAL_MASS_G_;CO_EI_T_O_G_KG_;CO_EI_C_O_G_KG_;CO_EI_APP_G_KG_;CO_EI_IDLE_G_KG_;CO_NUMBER_TEST;CO_NUMBER_ENG;CO_DP_FOO_AVG_G_KN_;CO_DP_FOO_SIGMA_G_KN_;CO_DP_FOO_MIN_G_KN_;CO_DP_FOO_MAX_G_KN_;CO_DP_FOO_CHARACTERISTIC_G_KN_;CO_DP_FOO_CHARACTERISTIC_OF_REG_LIMIT_;CO_LTO_TOTAL_MASS_G_;NOX_EI_T_O_G_KG_;NOX_EI_C_O_G_KG_;NOX_EI_APP_G_KG_;NOX_EI_IDLE_G_KG_;NOX_NUMBER_TEST;NOX_NUMBER_ENG;NOX_DP_FOO_AVG_G_KN_;NOX_DP_FOO_SIGMA_G_KN_;NOX_DP_FOO_MIN_G_KN_;NOX_DP_FOO_MAX_G_KN_;NOX_DP_FOO_CHARACTERISTIC_G_KN_;NOX_DP_FOO_CHARACTERISTIC_OF_ORIGINAL_STANDARD_;NOX_DP_FOO_CHARACTERISTIC_OF_CAEP_2_STANDARD_;NOX_DP_FOO_CHARACTERISTIC_OF_CAEP_4_STANDARD_;NOX_DP_FOO_CHARACTERISTIC_OF_CAEP_6_STANDARD_;NOX_DP_FOO_CHARACTERISTIC_OF_CAEP_8_STANDARD_;NOX_LTO_TOTAL_MASS_G_;SN_T_O;SN_C_O;SN_APP;SN_IDLE;SN_NUMBER_TEST;SN_NUMBER_ENG;SN_MAX;SN_SIGMA;SN_RANGE_MIN;SN_RANGE_MAX;SN_CHARACTERISTIC;SN_CHARACTERISTIC_OF_REG_LIMIT_;FUEL_H_C_RATIO_MIN;FUEL_H_C_RATIO_MAX;FUEL_AROM_MIN_;FUEL_AROM_MAX_;FUEL_FLOW_T_O_KG_SEC_;FUEL_FLOW_C_O_KG_SEC_;FUEL_FLOW_APP_KG_SEC_;FUEL_FLOW_IDLE_KG_SEC_;FUEL_LTO_CYCLE_KG_;LOADS_POWER_EXTRACTION_KW_;AMBIENT_BARO_MIN_KPA_;AMBIENT_BARO_MAX_KPA_;AMBIENT_TEMP_MIN_K_;AMBIENT_TEMP_MAX_K_;HUMIDITY_MIN_KG_KG_;HUMIDITY_MAX_KG_KG_
37;8,0;6,0;22,7;96,1;0,03;0,03;0,08;3,76;7,0;3,0;5,66;0,57;5,01;6,06;6,61;33,7;544,0;0,15;0,21;5,12;42,82;7,0;3,0;67,11;2,9;63,7;68,8;72,6;61,5;6448,0;16,1;13,79;7,96;3,77;7,0;3,0;30,71;1,0;29,7;31,8;32,5;38,1;47,6;58,7;66,8;81,6;2950,0;9,7;7,0;2,1;2,1;7,0;3,0;9,7;2,1;8,0;12,1;10,7;44,7;1,92;1,93;16,2;17,5;0,875;0,727;0,26;0,091;338,0;0,0;97,6;98,5;277,0;293,0;0,0015;0,00628
38;8,0;5,9;24,2;103,6;0,02;0,03;0,07;3,01;7,0;3,0;4,36;0,49;3,81;4,74;5,09;26,0;452,0;0,16;0,17;4,42;38,8;7,0;3,0;58,34;2,8;55,2;60,2;63,1;53,5;6047,0;17,54;14,76;8,26;3,92;7,0;3,0;32,58;1,1;31,6;33,8;34,5;39,0;48,8;59,8;67,9;82,2;3377,0;11,2;8,4;2,1;2,1;7,0;3,0;11,2;2,5;8,3;12,9;12,3;52,5;1,92;1,93;16,2;17,5;0,956;0,793;0,278;0,095;359,0;0,0;97,6;98,5;277,0;293,0;0,0015;0,00628
40;8,0;5,5;21,4;86,7;0,03;0,03;0,08;4,51;7,0;3,0;7,56;0,72;6,74;7,99;8,82;45,0;656,0;0,17;0,28;5,54;46,64;7,0;3,0;81,34;3,3;77,6;83,5;88,0;74,6;7055,0;14,81;13,0;7,78;3,65;7,0;3,0;31,46;1,1;30,4;32,5;33,3;40,2;50,3;62,0;70,0;85,5;2729,0;8,0;6,6;2,1;2,1;7,0;3,0;8,04;1,4;6,8;9,6;8,84;35,9;1,92;1,93;16,2;17,5;0,842;0,702;0,256;0,092;333,0;0,0;97,6;98,5;277,0;293,0;0,0015;0,00628
41;11,0;5,3;24,2;101,0;0,02;0,03;0,07;2,83;7,0;3,0;4,43;0,51;3,85;4,83;5,16;26,3;446,0;0,16;0,17;4,18;37,9;7,0;3,0;61,19;3,3;57,8;64,1;66,2;56,1;6179,0;17,4;14,67;8,35;3,95;7,0;3,0;35,06;1,2;34,0;36,3;37,1;42,0;52,5;64,3;73,0;88,4;3538,0;9,8;8,0;2,1;2,1;7,0;3,0;9,84;2,3;8,0;12,4;10,83;45,9;1,92;1,93;16,2;17,5;1,004;0,832;0,291;0,099;376,0;0,0;97,6;98,5;277,0;293,0;0,0015;0,00628
43;8,0;5,5;22,4;91,6;0,03;0,03;0,08;3,84;7,0;3,0;6,26;0,63;5,55;6,69;7,31;37,3;574,0;0,15;0,23;5,03;43,31;7,0;3,0;73,44;3,2;69,8;75,3;79,4;67,3;6729,0;15,61;13,53;7,98;3,77;7,0;3,0;32,59;1,1;31,5;33,7;34,5;40,7;50,9;62,9;71,5;87,5;2987,0;8,7;6,8;2,1;2,1;7,0;3,0;8,66;2,2;7,1;11,1;9,52;39,3;1,92;1,93;16,2;17,5;0,896;0,746;0,268;0,094;348,0;0,0;97,6;98,5;277,0;293,0;0,0015;0,00628
44;11,0;5,5;22,4;91,6;0,03;0,03;0,08;3,84;7,0;3,0;6,26;0,63;5,55;6,69;7,31;37,3;572,0;0,15;0,23;5,03;43,31;7,0;3,0;73,44;3,2;69,8;75,3;79,4;67,3;6729,0;15,61;13,5;8,0;3,8;7,0;3,0;32,59;1,1;31,5;33,7;34,5;40,7;50,9;62,9;71,5;87,5;2987,0;8,7;6,8;2,1;2,1;7,0;3,0;8,66;2,2;7,1;11,1;9,52;39,3;1,92;1,93;16,2;17,5;0,896;0,746;0,268;0,094;348,0;0,0;97,6;98,5;277,0;293,0;0,0015;0,00628
47;8,0;5,3;24,2;101,0;0,02;0,03;0,07;2,83;7,0;3,0;4,43;0,51;3,85;4,83;5,16;26,3;447,0;0,16;0,17;4,18;37,9;7,0;3,0;61,19;3,3;57,8;64,1;66,2;56,1;6179,0;17,4;14,67;8,35;3,95;7,0;3,0;35,06;1,2;34,0;36,3;37,1;42,0;52,5;64,3;73,0;88,4;3540,0;9,8;8,0;2,1;2,1;7,0;3,0;9,84;2,3;8,0;12,4;10,83;45,9;1,92;1,93;16,2;17,5;1,004;0,832;0,291;0,099;377,0;0,0;97,6;98,5;277,0;293,0;0,0015;0,00628
48;11,0;5,3;24,2;101,0;0,02;0,03;0,07;2,83;7,0;3,0;4,43;0,51;3,85;4,83;5,16;26,3;446,0;0,16;0,17;4,18;37,9;7,0;3,0;61,19;3,3;57,8;64,1;66,2;56,1;6179,0;17,4;14,67;8,35;3,95;7,0;3,0;35,06;1,2;34,0;36,3;37,1;42,0;52,5;64,3;73,0;88,4;3538,0;9,8;8,0;2,1;2,1;7,0;3,0;9,84;2,3;8,0;12,4;10,83;45,9;1,92;1,93;16,2;17,5;1,004;0,832;0,291;0,099;376,0;0,0;97,6;98,5;277,0;293,0;0,0015;0,00628
49;11,0;5,3;24,2;101,0;0,02;0,03;0,07;2,83;7,0;3,0;4,43;0,51;3,85;4,83;5,16;26,3;446,0;0,16;0,17;4,18;37,9;7,0;3,0;61,19;3,3;57,8;64,1;66,2;56,1;6179,0;17,4;14,67;8,35;3,95;7,0;3,0;35,06;1,2;34,0;36,3;37,1;42,0;52,5;64,3;73,0;88,4;3538,0;9,8;8,0;2,1;2,1;7,0;3,0;9,84;2,3;8,0;12,4;10,83;45,9;1,92;1,93;16,2;17,5;1,004;0,832;0,291;0,099;376,0;0,0;97,6;98,5;277,0;293,0;0,0015;0,00628
51;4,0;5,2;25,95;107,65;0,05;0,07;6,01;6,55;3,0;3,0;14,66;1,3648235897417045;13,4;15,9;17,1;87,2;1576,0;1,38;4,3;30,32;42,72;3,0;3,0;94,03;3,397460708166665;88,4;100,0;101,7;86,2;10117,0;16,63;13,23;6,72;4,08;3,0;3,0;32,86;1,2938656402811686;32,7;33,2;34,8;37,9;47,3;57,5;65,4;78,4;3534,0;0,7;0,7;0,7;0,7;3,0;3,0;0,65;1,587896299501851;0,2;1,5;0,7;3,1;1,93;1,94;18,0;19,2;1,089;0,902;0,313;0,109;410,0;0,0;97,9;98,0;292,8;296,7;0,00814;0,0131
52;8,0;5,3;25,6;107,6;0,02;0,03;0,06;2,3;7,0;3,0;3,51;0,45;3,01;3,88;4,09;20,9;377,0;0,18;0,15;3,68;34,71;7,0;3,0;54,38;2,8;51,2;56,4;58,8;49,8;5854,0;18,93;15,6;8,6;4,09;7,0;3,0;37,11;1,2;36,1;38,5;39,3;43,1;53,9;65,5;74,5;89,5;3995,0;12,1;8,7;2,1;2,1;7,0;3,0;12,07;3,4;8,3;14,7;13,28;57,2;1,92;1,93;16,2;17,5;1,086;0,895;0,308;0,103;398,0;0,0;97,6;98,5;277,0;293,0;0,0015;0,00628
53;11,0;5,3;25,6;107,6;0,02;0,03;0,06;2,3;7,0;3,0;3,51;0,45;3,01;3,88;4,09;20,9;377,0;0,18;0,15;3,68;34,71;7,0;3,0;54,38;2,8;51,2;56,4;58,8;49,8;5854,0;18,93;15,6;8,6;4,09;7,0;3,0;37,11;1,2;36,1;38,5;39,3;43,1;53,9;65,5;74,5;89,5;3996,0;12,1;8,7;2,1;2,1;7,0;3,0;12,07;3,4;8,3;14,7;13,28;57,2;1,92;1,93;16,2;17,5;1,086;0,895;0,308;0,103;398,0;0,0;97,6;98,5;277,0;293,0;0,0015;0,00628
55;11,0;5,3;24,2;101,0;0,02;0,03;0,07;2,83;7,0;3,0;4,43;0,51;3,85;4,83;5,16;26,3;446,0;0,16;0,17;4,18;37,9;7,0;3,0;61,19;3,3;57,8;64,1;66,2;56,1;6179,0;17,4;14,67;8,35;3,95;7,0;3,0;35,06;1,2;34,0;36,3;37,1;42,0;52,5;64,3;73,0;88,4;3538,0;9,8;8,0;2,1;2,1;7,0;3,0;9,84;2,3;8,0;12,4;10,83;45,9;1,92;1,93;16,2;17,5;1,004;0,832;0,291;0,099;376,0;0,0;97,6;98,5;277,0;293,0;0,0015;0,00628
56;11,0;5,1;27,7;117,0;0,02;0,02;0,05;1,75;7,0;3,0;2,58;0,37;2,18;2,91;3,01;15,4;302,0;0,2;0,16;3,07;30,94;7,0;3,0;46,81;2,6;43,8;48,7;50,6;42,9;5476,0;21,79;17,08;8,93;4,27;7,0;3,0;40,71;1,2;39,8;42,1;43,1;45,2;56,5;68,1;77,3;91,9;4762,0;13,1;9,8;2,1;2,1;7,0;3,0;13,07;4,1;8,4;16,2;14,37;63,4;1,92;1,93;16,2;17,5;1,213;0,986;0,331;0,108;429,0;0,0;97,6;98,5;277,0;293,0;0,0015;0,00628
57;11,0;5,3;25,6;107,6;0,02;0,03;0,06;2,3;7,0;3,0;3,51;0,45;3,01;3,88;4,09;20,9;377,0;0,18;0,15;3,68;34,71;7,0;3,0;54,38;2,8;51,2;56,4;58,8;49,8;5854,0;18,93;15,6;8,6;4,09;7,0;3,0;37,11;1,2;36,1;38,5;39,3;43,1;53,9;65,5;74,5;89,5;3996,0;12,1;8,7;2,1;2,1;7,0;3,0;12,07;3,4;8,3;14,7;13,28;57,2;1,92;1,93;16,2;17,5;1,086;0,895;0,308;0,103;398,0;0,0;97,6;98,5;277,0;293,0;0,0015;0,00628
67;20,0;10,5;38,5;143,1;0,05;0,02;0,04;0,21;4,0;2,0;0,27;0,04;0,23;0,31;0,36;1,9;39,0;0,3;0,24;1,79;18,68;4,0;2,0;21,1;1,05;19,88;22,16;24,07;20,4;3019,0;59,74;32,35;9,95;4,85;4,0;2,0;54,47;1,83;52,3;56,3;59,93;51,2;64,0;71,3;78,9;89,3;7795,0;1,105;1,17;1,31;1,25;4,0;2,0;1,56;0,15;1,47;1,82;1,83;8,5;1,9;1,9;16,5;16,5;1,062;0,869;0,284;0,098;380,0;0,0;97,8;98,8;274,6;279,8;0,002;0,0032
79;20,0;10,7;35,5;130,3;0,04;0,02;0,04;0,25;4,0;2,0;0,33;0,04;0,28;0,37;0,43;2,2;43,0;0,27;0,23;2,21;20,3;4,0;2,0;24,26;1,21;22,82;25,46;27,64;23,4;3150,0;49,48;21,03;9,27;4,72;4,0;2,0;41,44;1,85;39,23;43,27;45,57;41,1;51,3;58,4;65,1;74,5;5396,0;1,105;1,17;1,31;1,25;4,0;2,0;1,56;0,15;1,47;1,82;1,83;8,3;1,9;1,9;16,5;16,5;0,946;0,777;0,261;0,094;352,0;0,0;97,8;98,8;274,6;279,8;0,002;0,0032
80;20,0;10,7;35,5;130,3;0,04;0,02;0,04;0,25;4,0;2,0;0,33;0,04;0,28;0,37;0,43;2,2;43,0;0,27;0,23;2,21;20,3;4,0;2,0;24,26;1,21;22,82;25,46;27,64;23,4;3150,0;49,48;21,03;9,27;4,72;4,0;2,0;41,44;1,85;39,23;43,27;45,57;41,1;51,3;58,4;65,1;74,5;5396,0;1,105;1,17;1,31;1,25;4,0;2,0;1,56;0,15;1,47;1,82;1,83;8,3;1,9;1,9;16,5;16,5;0,946;0,777;0,261;0,094;352,0;0,0;97,8;98,8;274,6;279,8;0,002;0,0032
81;20,0;11,1;33,3;120,6;0,02;0,02;0,04;0,29;4,0;2,0;0,38;0,05;0,33;0,43;0,49;2,5;46,0;0,24;0,26;2,65;21,63;4,0;2,0;27,04;1,35;25,41;28,38;30,81;26,1;3259,0;30,8;13,38;8,75;4,61;4,0;2,0;29,3;1,35;27,63;30,63;32,22;30,2;37,8;43,8;49,2;56,9;3535,0;1,3;1,17;1,31;1,25;4,0;2,0;1,56;0,15;1,47;1,82;1,83;8,1;1,9;1,9;16,5;16,5;0,861;0,71;0,244;0,091;330,0;0,0;97,8;98,8;274,6;279,8;0,002;0,0032
82;11,0;5,1;27,7;117,0;0,02;0,02;0,05;1,75;7,0;3,0;2,58;0,37;2,18;2,91;3,01;15,4;302,0;0,2;0,16;3,07;30,94;7,0;3,0;46,81;2,6;43,8;48,7;50,6;42,9;5476,0;21,79;17,08;8,93;4,27;7,0;3,0;40,71;1,2;39,8;42,1;43,1;45,2;56,5;68,1;77,3;91,9;4762,0;13,1;9,8;2,1;2,1;7,0;3,0;13,07;4,1;8,4;16,2;14,37;63,4;1,92;1,93;16,2;17,5;1,213;0,986;0,331;0,108;429,0;0,0;97,6;98,5;277,0;293,0;0,0015;0,00628
83;11,0;5,1;27,7;117,0;0,02;0,02;0,05;1,75;7,0;3,0;2,58;0,37;2,18;2,91;3,01;15,4;302,0;0,2;0,16;3,07;30,94;7,0;3,0;46,81;2,6;43,8;48,7;50,6;42,9;5476,0;21,79;17,08;8,93;4,27;7,0;3,0;40,71;1,2;39,8;42,1;43,1;45,2;56,5;68,1;77,3;91,9;4762,0;13,1;9,8;2,1;2,1;7,0;3,0;13,07;4,1;8,4;16,2;14,37;63,4;1,92;1,93;16,2;17,5;1,213;0,986;0,331;0,108;429,0;0,0;97,6;98,5;277,0;293,0;0,0015;0,00628
85;11,0;5,1;27,7;117,0;0,02;0,02;0,05;1,75;7,0;3,0;2,58;0,37;2,18;2,91;3,01;15,4;302,0;0,2;0,16;3,07;30,94;7,0;3,0;46,81;2,6;43,8;48,7;50,6;42,9;5476,0;21,79;17,08;8,93;4,27;7,0;3,0;40,71;1,2;39,8;42,1;43,1;45,2;56,5;68,1;77,3;91,9;4762,0;13,1;9,8;2,1;2,1;7,0;3,0;13,07;4,1;8,4;16,2;14,37;63,4;1,92;1,93;16,2;17,5;1,213;0,986;0,331;0,108;429,0;0,0;97,6;98,5;277,0;293,0;0,0015;0,00628
86;11,0;5,1;27,7;117,0;0,02;0,02;0,05;1,75;7,0;3,0;2,58;0,37;2,18;2,91;3,01;15,4;302,0;0,2;0,16;3,07;30,94;7,0;3,0;46,81;2,6;43,8;48,7;50,6;42,9;5476,0;21,79;17,08;8,93;4,27;7,0;3,0;40,71;1,2;39,8;42,1;43,1;45,2;56,5;68,1;77,3;91,9;4762,0;13,1;9,8;2,1;2,1;7,0;3,0;13,07;4,1;8,4;16,2;14,37;63,4;1,92;1,93;16,2;17,5;1,213;0,986;0,331;0,108;429,0;0,0;97,6;98,5;277,0;293,0;0,0015;0,00628
87;11,0;5,1;29,0;121,4;0,03;0,02;0,05;1,54;7,0;3,0;2,25;0,35;1,88;2,56;2,62;13,4;273,0;0,31;0,17;2,82;29,39;7,0;3,0;43,8;2,5;41,0;45,6;47,4;40,2;5320,0;23,94;17,89;9,09;4,36;7,0;3,0;43,09;1,1;42,4;44,4;45,6;46,5;58,2;69,7;79,2;93,6;5231,0;13,4;11,2;2,1;2,1;7,0;3,0;13,38;4,5;8,4;16,9;14,72;65,6;1,92;1,93;16,2;17,5;1,293;1,031;0,343;0,11;444,0;0,0;97,6;98,5;277,0;293,0;0,0015;0,00628
88;11,0;5,1;29,0;121,4;0,03;0,02;0,05;1,54;7,0;3,0;2,25;0,35;1,88;2,56;2,62;13,4;273,0;0,31;0,17;2,82;29,39;7,0;3,0;43,8;2,5;41,0;45,6;47,4;40,2;5320,0;23,94;17,89;9,09;4,36;7,0;3,0;43,09;1,1;42,4;44,4;45,6;46,5;58,2;69,7;79,2;93,6;5231,0;13,4;11,2;2,1;2,1;7,0;3,0;13,38;4,5;8,4;16,9;14,72;65,6;1,92;1,93;16,2;17,5;1,293;1,031;0,343;0,11;444,0;0,0;97,6;98,5;277,0;293,0;0,0015;0,00628
89;11,0;5,1;29,0;121,4;0,03;0,02;0,05;1,54;7,0;3,0;2,25;0,35;1,88;2,56;2,62;13,4;273,0;0,31;0,17;2,82;29,39;7,0;3,0;43,8;2,5;41,0;45,6;47,4;40,2;5320,0;23,94;17,89;9,09;4,36;7,0;3,0;43,09;1,1;42,4;44,4;45,6;46,5;58,2;69,7;79,2;93,6;5231,0;13,4;11,2;2,1;2,1;7,0;3,0;13,38;4,5;8,4;16,9;14,72;65,6;1,92;1,93;16,2;17,5;1,293;1,031;0,343;0,11;444,0;0,0;97,6;98,5;277,0;293,0;0,0015;0,00628
90;11,0;5,1;29,0;121,4;0,03;0,02;0,05;1,54;7,0;3,0;2,25;0,35;1,88;2,56;2,62;13,4;273,0;0,31;0,17;2,82;29,39;7,0;3,0;43,8;2,5;41,0;45,6;47,4;40,2;5320,0;23,94;17,89;9,09;4,36;7,0;3,0;43,09;1,1;42,4;44,4;45,6;46,5;58,2;69,7;79,2;93,6;5231,0;13,4;11,2;2,1;2,1;7,0;3,0;13,38;4,5;8,4;16,9;14,72;65,6;1,92;1,93;16,2;17,5;1,293;1,031;0,343;0,11;444,0;0,0;97,6;98,5;277,0;293,0;0,0015;0,00628
91;11,0;5,1;29,0;121,4;0,03;0,02;0,05;1,54;7,0;3,0;2,25;0,35;1,88;2,56;2,62;13,4;273,0;0,31;0,17;2,82;29,39;7,0;3,0;43,8;2,5;41,0;45,6;47,4;40,2;5320,0;23,94;17,89;9,09;4,36;7,0;3,0;43,09;1,1;42,4;44,4;45,6;46,5;58,2;69,7;79,2;93,6;5231,0;13,4;11,2;2,1;2,1;7,0;3,0;13,38;4,5;8,4;16,9;14,72;65,6;1,92;1,93;16,2;17,5;1,293;1,031;0,343;0,11;444,0;0,0;97,6;98,5;277,0;293,0;0,0015;0,00628
92;11,0;5,1;29,0;121,4;0,03;0,02;0,05;1,54;7,0;3,0;2,25;0,35;1,88;2,56;2,62;13,4;273,0;0,31;0,17;2,82;29,39;7,0;3,0;43,8;2,5;41,0;45,6;47,4;40,2;5320,0;23,94;17,89;9,09;4,36;7,0;3,0;43,09;1,1;42,4;44,4;45,6;46,5;58,2;69,7;79,2;93,6;5231,0;13,4;11,2;2,1;2,1;7,0;3,0;13,38;4,5;8,4;16,9;14,72;65,6;1,92;1,93;16,2;17,5;1,293;1,031;0,343;0,11;444,0;0,0;97,6;98,5;277,0;293,0;0,0015;0,00628
94;17,0;10,5;38,6;143,1;0,05;0,02;0,04;0,22;4,0;2,0;0,28;0,03;0,23;0,31;0,35;1,8;40,0;0,3;0,23;1,86;18,69;4,0;2,0;20,71;1,03;19,48;21,71;23,58;20,0;2964,0;54,13;19,53;9,82;4,85;4,0;2,0;42,1;1,35;40,43;43,42;46,29;39,5;49,4;55,0;60,8;68,8;6024,0;1,105;1,17;1,31;1,25;4,0;2,0;1,6;0,15;1,47;1,82;1,88;8,8;1,9;1,9;16,5;16,5;1,058;0,864;0,282;0,096;376,0;0,0;97,8;98,8;274,6;279,8;0,002;0,0032
96;20,0;11,1;33,3;120,6;0,02;0,02;0,04;0,29;4,0;2,0;0,38;0,05;0,33;0,43;0,49;2,5;46,0;0,24;0,26;2,65;21,63;4,0;2,0;27,04;1,35;25,41;28,38;30,81;26,1;3259,0;30,8;13,38;8,75;4,61;4,0;2,0;29,3;1,35;27,63;30,63;32,22;30,2;37,8;43,8;49,2;56,9;3535,0;1,3;1,17;1,31;1,25;4,0;2,0;1,56;0,15;1,47;1,82;1,83;8,1;1,9;1,9;16,5;16,5;0,861;0,71;0,244;0,091;330,0;0,0;97,8;98,8;274,6;279,8;0,002;0,0032
97;20,0;10,5;38,5;143,1;0,05;0,02;0,04;0,21;4,0;2,0;0,27;0,04;0,23;0,31;0,36;1,9;39,0;0,3;0,24;1,79;18,68;4,0;2,0;21,1;1,05;19,88;22,16;24,07;20,4;3019,0;59,74;32,35;9,95;4,85;4,0;2,0;54,47;1,83;52,3;56,3;59,93;51,2;64,0;71,3;78,9;89,3;7795,0;1,105;1,17;1,31;1,25;4,0;2,0;1,56;0,15;1,47;1,82;1,83;8,5;1,9;1,9;16,5;16,5;1,062;0,869;0,284;0,098;380,0;0,0;97,8;98,8;274,6;279,8;0,002;0,0032
98;20,0;11,1;33,3;120,6;0,02;0,02;0,04;0,29;4,0;2,0;0,38;0,05;0,33;0,43;0,49;2,5;46,0;0,24;0,26;2,65;21,63;4,0;2,0;27,04;1,35;25,41;28,38;30,81;26,1;3259,0;30,8;13,38;8,75;4,61;4,0;2,0;29,3;1,35;27,63;30,63;32,22;30,2;37,8;43,8;49,2;56,9;3535,0;1,3;1,17;1,31;1,25;4,0;2,0;1,56;0,15;1,47;1,82;1,83;8,1;1,9;1,9;16,5;16,5;0,861;0,71;0,244;0,091;330,0;0,0;97,8;98,8;274,6;279,8;0,002;0,0032
99;20,0;10,7;35,5;130,3;0,04;0,02;0,04;0,25;4,0;2,0;0,33;0,04;0,28;0,37;0,43;2,2;43,0;0,27;0,23;2,21;20,3;4,0;2,0;24,26;1,21;22,82;25,46;27,64;23,4;3150,0;49,48;21,03;9,27;4,72;4,0;2,0;41,44;1,85;39,23;43,27;45,57;41,1;51,3;58,4;65,1;74,5;5396,0;1,105;1,17;1,31;1,25;4,0;2,0;1,56;0,15;1,47;1,82;1,83;8,3;1,9;1,9;16,5;16,5;0,946;0,777;0,261;0,094;352,0;0,0;97,8;98,8;274,6;279,8;0,002;0,0032
100;20,0;10,7;35,5;130,3;0,04;0,02;0,04;0,25;4,0;2,0;0,33;0,04;0,28;0,37;0,43;2,2;43,0;0,27;0,23;2,21;20,3;4,0;2,0;24,26;1,21;22,82;25,46;27,64;23,4;3150,0;49,48;21,03;9,27;4,72;4,0;2,0;41,44;1,85;39,23;43,27;45,57;41,1;51,3;58,4;65,1;74,5;5396,0;1,105;1,17;1,31;1,25;4,0;2,0;1,56;0,15;1,47;1,82;1,83;8,3;1,9;1,9;16,5;16,5;0,946;0,777;0,261;0,094;352,0;0,0;97,8;98,8;274,6;279,8;0,002;0,0032
102;20,0;11,1;33,3;120,6;0,02;0,02;0,04;0,29;4,0;2,0;0,38;0,05;0,33;0,43;0,49;2,5;46,0;0,24;0,26;2,65;21,63;4,0;2,0;27,04;1,35;25,41;28,38;30,81;26,1;3259,0;30,8;13,38;8,75;4,61;4,0;2,0;29,3;1,35;27,63;30,63;32,22;30,2;37,8;43,8;49,2;56,9;3535,0;1,3;1,17;1,31;1,25;4,0;2,0;1,56;0,15;1,47;1,82;1,83;8,1;1,9;1,9;16,5;16,5;0,861;0,71;0,244;0,091;330,0;0,0;97,8;98,8;274,6;279,8;0,002;0,0032
103;11,0;5,3;25,6;107,6;0,02;0,03;0,06;2,3;7,0;3,0;3,51;0,45;3,01;3,88;4,09;20,9;377,0;0,18;0,15;3,68;34,71;7,0;3,0;54,38;2,8;51,2;56,4;58,8;49,8;5854,0;18,93;15,6;8,6;4,09;7,0;3,0;37,11;1,2;36,1;38,5;39,3;43,1;53,9;65,5;74,5;89,5;3996,0;12,1;8,7;2,1;2,1;7,0;3,0;12,07;3,4;8,3;14,7;13,28;57,2;1,92;1,93;16,2;17,5;1,086;0,895;0,308;0,103;398,0;0,0;97,6;98,5;277,0;293,0;0,0015;0,00628
105;11,0;5,1;27,7;117,0;0,02;0,02;0,05;1,75;7,0;3,0;2,58;0,37;2,18;2,91;3,01;15,4;302,0;0,2;0,16;3,07;30,94;7,0;3,0;46,81;2,6;43,8;48,7;50,6;42,9;5476,0;21,79;17,08;8,93;4,27;7,0;3,0;40,71;1,2;39,8;42,1;43,1;45,2;56,5;68,1;77,3;91,9;4762,0;13,1;9,8;2,1;2,1;7,0;3,0;13,07;4,1;8,4;16,2;14,37;63,4;1,92;1,93;16,2;17,5;1,213;0,986;0,331;0,108;429,0;0,0;97,6;98,5;277,0;293,0;0,0015;0,00628
108;4,0;5,6;31,6;137,9;0,1;0,1;3,3;2,7;4,0;2,0;6,13;1,3648235897417045;5,6;6,7;8,0;40,7;877,0;0,7;1,6;21,4;35,5;4,0;2,0;66,47;3,397460708166665;62,6;70,3;75,7;64,2;9478,0;29,4;17,5;7,6;4,2;4,0;2,0;42,12;1,2938656402811686;41,4;42,9;46,3;44,9;56,1;66,0;74,5;86,8;5844,0;0,5;0,3;0,5;2,2;4,0;2,0;2,15;1,587896299501851;2,0;2,3;2,5;11,6;1,93;1,93;17,33;17,33;1,39;1,11;0,39;0,13;501,0;0,0;98,5;99,74;284,6;292,4;0,0081;0,0115
113;3,0;5,7;30,5;133,5;0,1;0,1;3,7;2,9;4,0;2,0;6,8;1,3648235897417045;6,2;7,4;8,8;44,9;891,0;0,8;1,9;23,1;36,5;4,0;2,0;70,5;3,397460708166665;66,2;74,7;80,3;68,1;9197,0;23,3;16,4;7,3;4,1;4,0;2,0;37,9;1,2938656402811686;37,5;38,3;41,7;41,3;51,6;61,3;69,5;81,6;5024,0;0,5;0,3;0,5;2,1;4,0;2,0;2,1;1,587896299501851;2,0;2,3;2,5;11,4;1,93;1,93;17,33;17,33;1,32;1,07;0,37;0,12;473,0;0,0;98,5;99,74;284,6;292,4;0,0081;0,0115
